name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team
Nait George,https://www.on3.com/db/nait-george-237457/,SG,SO,6-3,180,Dream City Christian,"(Toronto, ON)",94.76,,Committed,Georgia Tech,Syracuse Orange
Terrence Brown,https://www.on3.com/db/terrence-brown-250371/,SG,SO,6-3,175,Columbia Heights Senior,"(Minneapolis, MN)",90.66,,Committed,Fairleigh Dickinson,Utah Utes
Luke Hunger,https://www.on3.com/db/luke-hunger-147563/,PF,JR,6-10,255,Northfield Mount Hermon,"(GILL, MA)",85.80,,Entered,Northwestern,George Washington University
Isaiah Johnson-Arigu,https://www.on3.com/db/isaiah-johnson-arigu-235840/,SF,FR,6-7,190,Totino-Grace,"(Minneapolis, MN)",90.93,,Entered,Iowa,St. Thomas
Jordan Burks,https://www.on3.com/db/jordan-burks-150275/,SF,SO,6-9,180,Hillcrest Prep,"(Decatur, AL)",89.89,,Entered,Georgetown,UCF
Marcus Allen,https://www.on3.com/db/marcus-allen-82469/,SF,FR,6-6,190,Norland,"(Miami, FL)",91.43,,Entered,Missouri,N/A
Ernest Udeh Jr.,https://www.on3.com/db/ernest-udeh-jr-42750/,C,JR,6-10,250,Dr. Phillips,"(Orlando, FL)",93.44,,Committed,TCU,Miami Hurricanes
Jamar Brown,https://www.on3.com/db/jamar-brown-250402/,SG,SR,6-5,205,Hamilton,"(Chandler, AZ)",90.83,,Committed,Missouri Kansas City,UCLA Bruins
Kanye Clary,https://www.on3.com/db/kanye-clary-147016/,PG,JR,5-11,192,Massanutten Military Academy,"(Woodstock, VA)",89.43,,Committed,Mississippi State,Oklahoma State Cowboys
Ja'Kobi Gillespie,https://www.on3.com/db/jakobi-gillespie-241424/,PG,JR,6-1,180,Greeneville,"(Greeneville, TN)",97.59,,Committed,Maryland,Tennessee Volunteers
Drew McKenna,https://www.on3.com/db/drew-mckenna-156613/,SF,RS-FR,6-8,200,Glenelg,"(Baltimore, MD)",91.61,,Entered,Georgetown,N/A
Taylor Bol Bowen,https://www.on3.com/db/taylor-bol-bowen-110711/,SF,SO,6-9,195,Brewster Academy,"(Jericho, VT)",95.27,,Committed,Florida State,Alabama Crimson Tide
Malik Thomas,https://www.on3.com/db/malik-thomas-82021/,CG,SR,6-5,190,Damien,"(La Verne, CA)",94.91,,Entered,University of San Francisco,N/A
Brian Moore Jr.,https://www.on3.com/db/brian-moore-jr-241271/,PG,SR,6-1,185,Kingston,"(Harlem, NY)",92.80,,Committed,Norfolk State,Grand Canyon University Antelopes
AJ Staton-McCray,https://www.on3.com/db/aj-staton-mccray-168227/,SG,SR,6-5,195,West Oaks Academy,"(Delray Beach, FL)",89.00,,Entered,Miami,N/A
Leland Walker,https://www.on3.com/db/leland-walker-78910/,CG,JR,6-0,155,North Central,"(Indianapolis, IN)",89.00,,Entered,Florida Atlantic,N/A
Pryce Sandfort,https://www.on3.com/db/pryce-sandfort-96986/,SF,SO,6-7,190,Waukee Northwest,"(Waukee, IA)",92.86,,Committed,Iowa,Nebraska Cornhuskers
Josh Pascarelli,https://www.on3.com/db/josh-pascarelli-250257/,SG,SO,6-3,195,St. Francis Preparatory School,"(Cambria Heights, NY)",,,Committed,Marist,Colorado State Rams
Kendall Blue,https://www.on3.com/db/kendall-blue-72711/,SG,JR,6-4,175,East Ridge,"(Saint Paul, MN)",91.52,,Entered,St. Thomas,Nebraska
Barry Evans,https://www.on3.com/db/barry-evans-147792/,SF,JR,6-7,198,Putnam Science Academy,"(Baltimore, MD)",90.00,,Committed,Bryant University,VCU Rams
RJ Godfrey,https://www.on3.com/db/rj-godfrey-100660/,SF,JR,6-7,210,North Gwinnett,"(Suwanee, GA)",91.69,,Committed,Georgia,Clemson Tigers
Bryson Cokley,https://www.on3.com/db/bryson-cokley-174030/,SF,FR,6-5,185,Christ School,"(Whiteville, NC)",81.25,,Entered,George Mason,Elon
Ezra Ausar,https://www.on3.com/db/ezra-ausar-43581/,PF,JR,6-8,235,Liberty Heights Athletic Institute,"(Snellville, GA)",93.86,,Entered,Utah,Villanova
Zach Keller,https://www.on3.com/db/zach-keller-147287/,PF,JR,6-10,228,ThunderRidge,"(Littleton, CO)",88.00,,Entered,Utah,N/A
Josh Dix,https://www.on3.com/db/josh-dix-67023/,SG,JR,6-6,180,Abraham Lincoln,"(Council Bluffs, IA)",97.12,$1.6M,Committed,Iowa,Creighton Bluejays
RJ Smith,https://www.on3.com/db/rj-smith-147281/,SG,RS-SO,6-4,180,Damien,"(La Verne, CA)",89.00,,Entered,Colorado,DePaul
Carter Welling,https://www.on3.com/db/carter-welling-250400/,PF,SO,6-10,225,Corner Canyon,"(Draper, UT)",,,Committed,Utah Valley University,Clemson Tigers
Xaivian Lee,https://www.on3.com/db/xaivian-lee-239429/,PG,JR,6-3,171,Perkiomen School,"(Toronto, ON)",95.72,,Entered,Princeton,St. John's
Jason Edwards,https://www.on3.com/db/jason-edwards-240792/,PG,JR,6-0,170,Parkview,"(Atlanta, GA)",94.86,,Committed,Vanderbilt,Providence Friars
Jakai Newton,https://www.on3.com/db/jakai-newton-147268/,SG,SO,6-4,190,Newton,"(Covington, GA)",86.00,,Committed,Indiana,Georgia State Panthers
Jerome Brewer,https://www.on3.com/db/jerome-brewer-213975/,PF,JR,6-9,216,Camden,"(Camden, NJ)",,,Entered,McNeese State,La Salle
Smurf Millender,https://www.on3.com/db/smurf-millender-155450/,PG,SO,5-9,160,Clear Brook,"(Friendswood, TX)",89.00,,Entered,UTSA,N/A
Assane Diop,https://www.on3.com/db/assane-diop-7967/,PF,SO,6-10,190,Accelerated Schools Aka Family Services Found,"(Denver, CO)",91.72,,Entered,Colorado,N/A
Robert McCray,https://www.on3.com/db/robert-mccray-101181/,CG,SR,6-4,185,AC Flora,"(Columbia, SC)",92.22,,Committed,Jacksonville,Florida State Seminoles
Trey Green,https://www.on3.com/db/trey-green-116040/,PG,SO,5-10,155,Prolific Prep,"(Mooresville, NC)",88.50,,Committed,Xavier,Saint Louis Billikens
Dion Brown,https://www.on3.com/db/dion-brown-241547/,SG,JR,6-3,185,Monument Mt Reg,"(Great Barrington, MA)",89.00,,Committed,Boston College,Saint Louis Billikens
George Turkson,https://www.on3.com/db/george-turkson-150948/,SF,FR,6-7,205,Bradford Christian Academy,"(Haverhill, MA)",89.00,,Entered,Texas A&M,Maryland
Max Mackinnon,https://www.on3.com/db/max-mackinnon-241361/,CG,JR,6-6,200,UC Senior Secondary College Lake Ginninderra,"(Brisbane, QLD)",90.41,,Committed,Portland,LSU Tigers
Ron Jessamy,https://www.on3.com/db/ron-jessamy-158669/,PF,SO,6-8,200,Oak Hill Academy,"(Mouth Of Wilson, VA)",89.00,,Entered,Tennessee State,N/A
Colby Duggan,https://www.on3.com/db/colby-duggan-250104/,SF,SO,6-7,220,Phillips Academy,"(Monson, MA)",88.50,,Committed,Campbell,College of Charleston Cougars
Ben Shtolzberg,https://www.on3.com/db/ben-shtolzberg-9995/,SG,JR,6-4,190,Southern California Academy,"(Northridge, CA)",88.98,,Committed,University of California Santa Barbara,Murray State Racers
Isaia Howard,https://www.on3.com/db/isaia-howard-244935/,SG,FR,6-4,180,Plattsburg,"(Plattsburg, MO)",89.00,,Committed,Drake,Iowa Hawkeyes
Andrew Rohde,https://www.on3.com/db/andrew-rohde-5356/,SF,JR,6-4,160,Brookfield Central,"(Brookfield, WI)",92.39,,Committed,Virginia,Wisconsin Badgers
Jayden Quaintance,https://www.on3.com/db/jayden-quaintance-159196/,PF,FR,6-10,225,Word Of God Christian Academy,"(Cleveland, OH)",98.41,$1.9M,Entered,Arizona State,Kentucky
Christian May,https://www.on3.com/db/christian-may-23035/,SG,JR,6-6,165,Paul VI Catholic,"(Fairfax, VA)",79.50,,Committed,Towson,University of North Carolina Wilmington Seahawks
Jase Butler,https://www.on3.com/db/jase-butler-236026/,PG,FR,6-4,180,The Branson School,"(Point Reyes Station, CA)",89.92,,Committed,Washington,Colorado State Rams
Jermahri Hill,https://www.on3.com/db/jermahri-hill-60672/,SG,JR,6-5,185,Berkmar,"(Lilburn, GA)",,,Committed,Ball State,George Mason Patriots
Jayden Reid,https://www.on3.com/db/jayden-reid-150364/,PG,SO,5-11,165,Long Island Lutheran,"(Long Island City, NY)",91.27,,Committed,USF,Northwestern Wildcats
Christoph Tilly,https://www.on3.com/db/christoph-tilly-174197/,C,JR,7-0,225,Alba Berlin,"(Berlin, BE)",94.34,,Committed,Santa Clara University,Ohio State Buckeyes
Quimari Peterson,https://www.on3.com/db/quimari-peterson-97335/,PG,SR,6-1,155,West Side,"(Gary, IN)",93.89,,Committed,East Tennessee State,Washington Huskies
Solomon Washington,https://www.on3.com/db/solomon-washington-107855/,SF,JR,6-6,190,G.W. Carver,"(New Orleans, LA)",92.65,,Entered,Texas A&M,Maryland
Tre Donaldson,https://www.on3.com/db/tre-donaldson-114930/,PG,JR,6-0,192,Florida State Univ. School,"(Tallahassee, FL)",90.88,,Committed,Michigan,Miami Hurricanes
JJ White,https://www.on3.com/db/jj-white-225754/,CG,SR,6-2,180,Norman North,"(Norman, OK)",92.25,,Committed,University of Nebraska at Omaha,Baylor Bears
Elijah Gray,https://www.on3.com/db/elijah-gray-41198/,SF,JR,6-6,190,Hargrave Military Academy (HS),"(Charlotte, NC)",90.00,,Entered,Temple,N/A
Silas Demary Jr.,https://www.on3.com/db/silas-demary-jr-150175/,PG,SO,6-5,180,Combine Academy,"(Charlotte, NC)",96.71,,Committed,Georgia,Connecticut Huskies
Seydou Traore,https://www.on3.com/db/seydou-traore-242039/,CG,SO,6-7,215,Our Savior New American School,"(New York, NY)",89.00,,Entered,Iowa,N/A
Andre Mills,https://www.on3.com/db/andre-mills-152469/,SG,FR,6-3,180,Brimmer And May School,"(Saxtons River, VT)",89.00,,Entered,Texas A&M,Maryland
Isaac McKneely,https://www.on3.com/db/isaac-mckneely-49222/,CG,JR,6-4,195,Poca,"(Poca, WV)",97.09,,Committed,Virginia,Louisville Cardinals
All Wright,https://www.on3.com/db/all-wright-250224/,CG,FR,6-3,180,Link Academy,"(Joplin, MO)",92.28,,Committed,Valparaiso,Xavier Musketeers
Stephon Marbury II,https://www.on3.com/db/stephon-marbury-ii-250462/,PG,FR,6-1,170,DME Academy,"(Purchase, NY)",,,Entered,California,N/A
Jalen Quinn,https://www.on3.com/db/jalen-quinn-54465/,PG,JR,6-2,170,Tuscola,"(Tuscola, IL)",,,Entered,Loyola (Chi),Drake
Jeremiah Wilkinson,https://www.on3.com/db/jeremiah-wilkinson-175877/,PG,FR,6-0,175,The Skill Factory,"(Atlanta, GA)",93.94,,Committed,California,Georgia Bulldogs
Brandon Stroud,https://www.on3.com/db/brandon-stroud-13156/,CG,SR,6-5,175,East Coweta,"(Sharpsburg, GA)",88.50,,Entered,USF,N/A
Amiri Stewart,https://www.on3.com/db/amiri-stewart-250522/,SG,SR,6-3,191,Archbishop Carroll,"(Boothwyn, PA)",89.00,,Entered,Sacred Heart,N/A
Zion Harmon,https://www.on3.com/db/zion-harmon-123850/,PG,RS-JR,5-10,160,Marshall County,"(Benton, KY)",89.00,,Entered,Seton Hall,N/A
Jaden Henley,https://www.on3.com/db/jaden-henley-149834/,SF,JR,6-7,190,Colony,"(Toronto, ON)",91.98,,Committed,UNLV,Grand Canyon University Antelopes
Cam Haffner,https://www.on3.com/db/cam-haffner-178481/,SG,JR,6-2,180,Westfield,"(Westfield, IN)",,,Committed,Evansville,Western Kentucky Hilltoppers
Jlynn Counter,https://www.on3.com/db/jlynn-counter-241356/,PG,SR,6-3,185,Feltrim Academy,"(Oklahoma City, OK)",90.00,,Entered,Middle Tennessee State,N/A
Basheer Jihad,https://www.on3.com/db/basheer-jihad-174061/,PF,SR,6-9,220,North Farmington,"(Detroit, MI)",91.64,,Entered,Arizona State,N/A
AJ Storr,https://www.on3.com/db/aj-storr-2235/,SG,JR,6-5,180,Bishop Gorman,"(Rockford, IL)",93.71,,Entered,Kansas,Ole Miss
Callum Richard,https://www.on3.com/db/callum-richard-180474/,C,SO,6-11,228,Gaston Day School Inc,"(Gastonia, NC)",,,Committed,East Carolina,Wofford Terriers
Corey Washington,https://www.on3.com/db/corey-washington-154968/,SF,JR,6-6,185,North Little Rock,"(North Little Rock, AR)",92.23,,Entered,Wichita State,SMU
Damarion Dennis,https://www.on3.com/db/damarion-dennis-236025/,PG,FR,6-0,150,Veterans Memorial,"(San Antonio, TX)",,,Committed,Texas A & M University Corpus Christi,Wyoming Cowboys
Quadir Copeland,https://www.on3.com/db/quadir-copeland-97052/,SG,JR,6-6,203,Life Center Academy,"(Gettysburg, PA)",91.65,,Entered,McNeese State,NC State
Louie Semona,https://www.on3.com/db/louie-semona-250182/,SF,SO,6-8,205,St. Thomas More (Prep),"(Cincinnati, OH)",,,Committed,Stonehill College,Western Kentucky Hilltoppers
Lassina Traore,https://www.on3.com/db/lassina-traore-200136/,PF,SR,6-10,230,Victory Rock Prep,(Abidjan),92.73,,Entered,Xavier,Texas
Ibrahim Souare,https://www.on3.com/db/ibrahim-souare-236940/,PF,SO,6-9,210,Dream City Christian,"(Glendale, AZ)",90.00,,Entered,Georgia Tech,Syracuse
Mari Jordan,https://www.on3.com/db/mari-jordan-145562/,SG,SO,6-6,185,Norcross,"(Dacula, GA)",89.00,,Committed,Tulane,Radford Highlanders
Dylan Andrews,https://www.on3.com/db/dylan-andrews-39775/,PG,JR,6-2,170,Windward School,"(Los Angeles, CA)",90.94,,Committed,UCLA,Boise State Broncos
Jack Doumbia,https://www.on3.com/db/jack-doumbia-204652/,SG,SR,6-6,195,Lanham Christian School,"(Lanham, MD)",89.00,,Committed,Wright State,Towson Tigers
Landren Blocker,https://www.on3.com/db/landren-blocker-179186/,SG,FR,6-4,195,Little Rock Christian Academy,"(Little Rock, AR)",82.25,,Committed,Louisiana Tech,Southeast Missouri State Redhawks
Nate Kingz,https://www.on3.com/db/nate-kingz-246485/,SG,JR,6-5,190,McNary,"(Salem, OR)",93.30,,Committed,Oregon State,Syracuse Orange
Ismaël Diouf,https://www.on3.com/db/ismal-diouf-244314/,PF,JR,6-9,215,,(Quebec),,,Entered,NC State,N/A
Jahnathan Lamothe,https://www.on3.com/db/jahnathan-lamothe-53038/,SG,SO,6-4,180,St. Frances Academy,"(Baltimore, MD)",87.50,,Committed,North Carolina A&T,University of North Carolina Wilmington Seahawks
Dusty Stromer,https://www.on3.com/db/dusty-stromer-147245/,SG,SO,6-6,180,Notre Dame,"(Sherman Oaks, CA)",91.71,,Committed,Gonzaga University,Grand Canyon University Antelopes
Keyshawn Hall,https://www.on3.com/db/keyshawn-hall-150056/,SF,JR,6-7,240,The Skill Factory,"(Cleveland, OH)",96.22,,Committed,UCF,Auburn Tigers
LeJuan Watts,https://www.on3.com/db/lejuan-watts-242426/,SF,RS-SO,6-6,235,Bullard,"(Fresno, CA)",96.14,,Entered,Washington State,Texas Tech
Jadrian Tracey,https://www.on3.com/db/jadrian-tracey-52762/,SG,SR,6-5,190,Oldsmar Christian School,"(Orlando, FL)",90.55,,Entered,Oregon,N/A
JaKobe Coles,https://www.on3.com/db/jakobe-coles-54021/,PF,SR,6-7,230,Guyer,"(Denton, TX)",94.74,,Entered,Grand Canyon University,N/A
Dominick Harris,https://www.on3.com/db/dominick-harris-37598/,SG,RS-SR,6-3,185,Rancho Christian,"(Temecula, CA)",87.50,,Entered,UCLA,N/A
Liutauras Lelevicius,https://www.on3.com/db/liutauras-lelevicius-244763/,SG,FR,6-7,200,Lithuania,(Vilnius),91.67,,Entered,Oregon State,N/A
Elijah Saunders,https://www.on3.com/db/elijah-saunders-147573/,PF,JR,6-8,220,Sunnyslope,"(Phoenix, AZ)",93.30,,Entered,Virginia,Maryland
Nick Davidson,https://www.on3.com/db/nick-davidson-92432/,C,RS-JR,6-10,210,Mater Dei,"(Santa Ana, CA)",95.26,,Committed,Nevada,Clemson Tigers
Dallin Hall,https://www.on3.com/db/dallin-hall-28246/,PG,JR,6-4,180,Fremont,"(Ogden, UT)",,,Entered,BYU,Virginia
Divine Ugochukwu,https://www.on3.com/db/divine-ugochukwu-157468/,CG,FR,6-3,180,Clements,"(Sugar Land, TX)",91.60,,Entered,Miami,N/A
Javon Ruffin,https://www.on3.com/db/javon-ruffin-58172/,SG,JR,6-5,195,Isidore Newman,"(New Orleans, LA)",88.00,,Entered,Colorado,N/A
John Bol,https://www.on3.com/db/john-bol-150955/,PF,FR,7-2,190,Overtime Elite,(Boma),90.39,,Entered,Ole Miss,UCF
Alyn Breed,https://www.on3.com/db/alyn-breed-4123/,SG,SR,6-3,165,McEachern,"(Powder Springs, GA)",90.83,,Committed,McNeese State,NC State Wolfpack
BJ Omot,https://www.on3.com/db/bj-omot-10618/,SF,JR,6-6,180,Mankato East Senior,"(Mankato, MN)",90.74,,Committed,California,Minnesota Golden Gophers
Matas Vokietaitis,https://www.on3.com/db/matas-vokietaitis-250450/,C,FR,7-0,245,,(Marijampolė),94.32,,Entered,Florida Atlantic,Texas
Tucker DeVries,https://www.on3.com/db/tucker-devries-116809/,SG,SR,6-6,190,Waukee,"(Waukee, IA)",97.10,,Committed,West Virginia,Indiana Hoosiers
Kaleb Banks,https://www.on3.com/db/kaleb-banks-70663/,PF,JR,6-8,215,Fayette County,"(Fayetteville, GA)",92.40,,Committed,Tulane,DePaul Blue Demons
Kobe Knox,https://www.on3.com/db/kobe-knox-75544/,SG,RS-JR,6-4,160,Tampa Catholic,"(Tampa, FL)",89.88,,Committed,USF,South Carolina Gamecocks
Jerry Ngopot,https://www.on3.com/db/jerry-ngopot-179056/,PF,RS-JR,6-11,250,NBA Academy Africa,(Bangui),85.00,,Committed,Louisiana Monroe,Coastal Carolina Chanticleers
Cam Manyawu,https://www.on3.com/db/cam-manyawu-176076/,PF,SO,6-7,205,Staley,"(Kansas City, MO)",91.89,,Committed,Drake,Iowa Hawkeyes
Cooper Schwieger,https://www.on3.com/db/cooper-schwieger-250223/,PF,SO,6-10,230,Link Academy,"(Overland Park, KS)",93.41,,Committed,Valparaiso,Wake Forest Demon Deacons
Jayden Dawson,https://www.on3.com/db/jayden-dawson-147733/,PG,JR,6-4,195,Adams Central,"(Omaha, NE)",92.77,,Entered,Loyola (Chi),Kansas
Jordan McCullum,https://www.on3.com/db/jordan-mccullum-156845/,SF,FR,6-8,190,Huntington Prep,"(Harriman, TN)",89.32,,Entered,Murray State,East Tennessee State
Alyn Breed,https://www.on3.com/db/alyn-breed-4123/,SG,SR,6-3,165,McEachern,"(Powder Springs, GA)",90.83,,Entered,McNeese State,NC State
David Thomas,https://www.on3.com/db/david-thomas-150900/,PG,SO,6-2,185,Eagle's Landing,"(McDonough, GA)",,,Committed,DePaul,Richmond Spiders
Owen Aquino,https://www.on3.com/db/owen-aquino-250447/,PF,JR,6-8,230,,(Madrid),,,Entered,Liberty,High Point
Kyler Vanderjagt,https://www.on3.com/db/kyler-vanderjagt-77163/,SG,JR,6-2,182,Northview,"(Grand Rapids, MI)",,,Committed,Central Michigan,Toledo Rockets
KJ Tenner,https://www.on3.com/db/kj-tenner-158697/,PG,FR,5-10,165,Cordova,"(Cordova, TN)",83.28,,Committed,West Virginia,Murray State Racers
Denijay Harris,https://www.on3.com/db/denijay-harris-146269/,PF,RS-SR,6-6,203,Columbus,"(Columbus, MS)",91.45,,Entered,Southern Miss,N/A
Dylan Arnett,https://www.on3.com/db/dylan-arnett-147827/,PF,JR,6-9,,DePaul College Prep,"(Chicago, IL)",,,Committed,Cleveland State University,North Texas Mean Green
Chad Moodie,https://www.on3.com/db/chad-moodie-250449/,PF,SO,6-8,225,Grayson,"(Grayson, GA)",,,Committed,Alabama A&M,Appalachian State Mountaineers
Sean Newman Jr.,https://www.on3.com/db/sean-newman-jr-250448/,PG,SR,6-1,165,Culver City,"(Los Angeles, CA)",,,Committed,Louisiana Tech,San Diego State Aztecs
Langston Love,https://www.on3.com/db/langston-love-78110/,SG,RS-JR,6-4,190,Montverde Academy,"(San Antonio, TX)",96.68,,Committed,Baylor,Georgetown Hoyas
Conor Enright,https://www.on3.com/db/conor-enright-25776/,PG,SR,6-2,180,Mundelein,"(Mundelein, IL)",90.95,,Committed,DePaul,Indiana Hoosiers
Keanu Dawes,https://www.on3.com/db/keanu-dawes-150253/,PF,SO,6-8,205,Stratford,"(Houston, TX)",90.14,,Withdrawn,Utah,Utah
Aaron Bradshaw,https://www.on3.com/db/aaron-bradshaw-350/,PF,SO,7-1,210,Camden,"(Rahway, NJ)",92.20,,Entered,Ohio State,Memphis
Malik Reneau,https://www.on3.com/db/malik-reneau-81971/,PF,JR,6-8,210,Montverde Academy,"(Hialeah, FL)",96.21,$1.6M,Committed,Indiana,Miami Hurricanes
Barry Evans,https://www.on3.com/db/barry-evans-147792/,SF,JR,6-7,198,Putnam Science Academy,"(Baltimore, MD)",90.00,,Entered,Bryant University,VCU
Keyshawn Mitchell,https://www.on3.com/db/keyshawn-mitchell-250446/,PF,SO,6-11,215,First Love Christian Academy,"(Brooklyn, NY)",,,Entered,Bryant University,N/A
Duke Miles,https://www.on3.com/db/duke-miles-39340/,CG,SR,6-2,170,Percy L. Julian,"(Montgomery, AL)",92.80,,Entered,Oklahoma,Texas A&M
Fredrick King,https://www.on3.com/db/fredrick-king-147709/,C,JR,6-10,220,NBA Academy Latin America,(Andros Island),87.50,,Committed,Creighton,Murray State Racers
Pharrel Payne,https://www.on3.com/db/pharrel-payne-147014/,PF,JR,6-9,230,Park Senior,"(Cottage Grove, MN)",95.64,,Entered,Texas A&M,Maryland
Chauncey Wiggins,https://www.on3.com/db/chauncey-wiggins-20950/,PF,JR,6-9,190,Grayson,"(Loganville, GA)",90.78,,Committed,Clemson,Florida State Seminoles
Daquan Davis,https://www.on3.com/db/daquan-davis-159387/,PG,FR,6-1,173,Overtime Elite,"(Baltimore, MD)",90.41,,Committed,Florida State,Providence Friars
Camden Heide,https://www.on3.com/db/camden-heide-17577/,SF,RS-SO,6-7,205,Wayzata,"(Minneapolis, MN)",92.38,,Entered,Purdue,Texas
Adam Clark,https://www.on3.com/db/adam-clark-220288/,PG,SO,5-10,155,West Catholic Prep High School,"(Philadelphia, PA)",90.36,,Committed,Merrimack,Seton Hall Pirates
Dra Gibbs-Lawhorn,https://www.on3.com/db/dra-gibbs-lawhorn-38759/,PG,SO,6-1,165,Montverde Academy,"(Lafayette, IN)",89.00,,Entered,Illinois,UNLV
Toby Harris,https://www.on3.com/db/toby-harris-250094/,SF,SR,6-8,,Durham Academy,"(Durham, NC)",89.00,,Committed,Brandeis,Iona Gaels
Rashad King,https://www.on3.com/db/rashad-king-250240/,SG,JR,6-6,,Evans,"(Evans, GA)",,,Committed,Northeastern,LSU Tigers
Kael Combs,https://www.on3.com/db/kael-combs-151267/,SG,SO,6-4,190,Nixa,"(Nixa, MO)",,,Committed,Drake,Iowa Hawkeyes
Davin Cosby,https://www.on3.com/db/davin-cosby-156847/,SG,JR,6-5,190,Word Of God Christian Academy,"(Richmond, VA)",87.50,,Committed,Wake Forest,Kennesaw State Owls
Jalen Pitre,https://www.on3.com/db/jalen-pitre-54459/,PF,JR,6-7,200,Woodstock Academy,"(Long Beach, CA)",,,Entered,Sacramento State,Tennessee State
Fatts Billups,https://www.on3.com/db/fatts-billups-4011/,SG,RS-SO,6-7,170,Varina,"(Richmond, VA)",91.37,,Entered,VCU,N/A
Nik Graves,https://www.on3.com/db/nik-graves-147613/,PG,JR,6-2,170,Greensboro Day School,"(Greensboro, NC)",91.42,,Committed,Charlotte,Creighton Bluejays
Cole Hargrove,https://www.on3.com/db/cole-hargrove-189062/,PF,JR,6-8,250,Methacton,"(Norristown, PA)",,,Committed,Drexel,Providence Friars
Chris Hodges,https://www.on3.com/db/chris-hodges-21922/,PF,RS-JR,6-9,245,Schaumburg,"(Schaumburg, IL)",86.21,,Entered,Wisconsin,N/A
Karon Boyd,https://www.on3.com/db/karon-boyd-250073/,SF,SO,6-5,218,Cannon School,"(Concord, NC)",89.00,,Committed,East Tennessee State,Wichita State Shockers
